date,openMeteo_total_precipitation,virtualCrossing_total_precipitation,openWeather_total_precipitation,weatherApi_total_precipitation
2023-05-18,,0.002,0.0,0.0
2023-05-19,,1.551,2.73,7.4
2023-05-20,,0.0,0.0,0.0
2023-05-21,,0.0,0.0,0.0
2023-05-22,,0.0,0.0,0.0
2023-05-23,,0.0,0.0,0.0
2023-05-24,,0.0,0.0,0.0
2023-05-25,,0.0,0.0,0.0
2023-05-26,,0.0,0.0,0.0
2023-05-27,,0.0,0.0,0.0
2023-05-28,,0.0,0.0,0.0
2023-05-29,,0.0,0.0,0.0
2023-05-30,,0.0,0.0,0.0
2023-05-31,,0.051,0.0,0.7
2023-06-01,,0.079,0.0,1.6
2023-06-02,,0.0,0.0,0.0
2023-06-03,,0.0,0.0,0.0
2023-06-04,,0.0,0.0,0.0
2023-06-05,,0.0,0.0,0.0
2023-06-06,,0.496,0.0,1.2
2023-06-07,,0.0,0.0,0.0
2023-06-08,,0.0,0.0,0.0
2023-06-09,,0.0,0.0,0.0
2023-06-10,,0.0,0.0,0.0
2023-06-11,,1.299,5.38,5.8
2023-06-12,,0.0,0.0,0.0
2023-06-13,,13.041,6.14,11.7
2023-06-14,,0.0,12.46,0.0
2023-06-15,,0.0,0.0,1.3
2023-06-16,,0.0,0.0,0.0
2023-06-17,,0.0,0.0,0.0
2023-06-18,,0.0,0.0,0.0
2023-06-19,,0.0,0.0,0.0
2023-06-20,,0.0,0.0,0.0
2023-06-21,,0.0,0.0,0.0
2023-06-22,,0.0,0.0,0.0
2023-06-23,,0.0,0.0,0.0
2023-06-24,,0.0,0.0,0.0
2023-06-25,,33.47,25.69,6.9
2023-06-26,,0.007,2.99,2.1
2023-06-27,,0.0,0.0,0.0
2023-06-28,,0.0,0.0,0.0
2023-06-29,,0.007,0.0,1.9
2023-06-30,,0.0,0.0,1.3
2023-07-01,,0.052,0.91,6.55
2023-07-02,,97.521,68.54,53.5
2023-07-03,,0.0,16.62,0.0
2023-07-04,,0.0,0.0,0.2
2023-07-05,,38.681,0.0,7.3
2023-07-06,,0.0,42.38,1.9
2023-07-07,,0.002,0.0,1.6
2023-07-08,,6.386,20.35,8.78
2023-07-09,,0.0,0.0,0.0
2023-07-10,,0.0,0.0,0.0
2023-07-11,,26.198,0.0,9.28
2023-07-12,,35.097,56.05,20.25
2023-07-13,,0.006,2.82,0.1
2023-07-14,,3.921,0.0,1.13
2023-07-15,,12.152,8.34,6.5
2023-07-16,,0.0,0.0,0.0
2023-07-17,,0.0,0.0,1.63
2023-07-18,,0.0,0.0,0.0
2023-07-19,,0.0,0.0,0.0
2023-07-20,,0.0,0.0,0.2
2023-07-21,,0.0,0.0,0.0
2023-07-22,,0.596,0.0,0.0
2023-07-23,,3.883,3.38,7.4
2023-07-24,,0.0,0.0,0.0
2023-07-25,,0.0,0.0,0.0
2023-07-26,,4.141,1.36,5.0
2023-07-27,,0.0,0.0,0.0
2023-07-28,,9.255,4.83,14.7
2023-07-29,,19.16,6.49,2.7
2023-07-30,,0.0,0.0,0.0
2023-07-31,,0.0,0.0,0.0
2023-08-01,,0.0,0.0,0.3
2023-08-02,,0.0,0.0,0.0
2023-08-03,,0.0,0.0,0.0
2023-08-04,,0.0,0.0,0.4
2023-08-05,,4.271,6.97,12.55
2023-08-06,,5.304,10.26,5.8
2023-08-07,,0.0,0.52,2.65
2023-08-08,,0.0,0.0,2.25
2023-08-09,,0.0,0.0,0.0
2023-08-10,,0.0,4.18,6.05
2023-08-11,,0.5,0.0,1.0
2023-08-12,,0.002,0.0,0.7
2023-08-13,,0.0,0.0,2.1
2023-08-14,,40.315,0.31,18.95
2023-08-15,,3.428,24.44,2.1
2023-08-16,,0.0,0.0,0.0
2023-08-17,,8.045,17.47,14.9
2023-08-18,,0.0,0.0,0.0
2023-08-19,,0.0,0.0,0.0
2023-08-20,,0.0,0.0,0.0
2023-08-21,,0.0,0.0,0.0
2023-08-22,,0.0,0.0,0.0
2023-08-23,,0.004,0.0,0.0
2023-08-24,,0.0,0.0,0.0
2023-08-25,,0.0,0.0,0.0
2023-08-26,,0.0,0.0,0.0
2023-08-27,,0.0,0.0,0.0
2023-08-28,,0.0,0.0,0.0
2023-08-29,,0.005,0.0,4.0
2023-08-30,,0.0,0.0,0.0
2023-08-31,,0.0,0.0,0.0
2023-09-01,,0.0,0.0,0.0
2023-09-02,,0.0,0.0,0.0
2023-09-03,,0.0,0.0,0.0
2023-09-04,,0.0,0.0,0.0
2023-09-05,,0.0,0.0,0.2
2023-09-06,,4.636,9.85,4.5
2023-09-07,,0.303,0.0,0.1
2023-09-08,,0.903,0.0,0.0
2023-09-09,,0.0,0.0,0.0
2023-09-10,,0.002,0.0,0.0
2023-09-11,,32.946,8.7,47.2
2023-09-12,,0.302,16.86,0.0
2023-09-13,,0.0,0.0,0.0
2023-09-14,,0.0,0.0,0.0
2023-09-15,,0.0,0.0,0.0
2023-09-16,,0.304,0.0,2.2
2023-09-17,,23.46,23.44,2.1
2023-09-18,,0.0,0.0,0.0
2023-09-19,,5.302,7.69,13.68
2023-09-20,,0.002,5.43,0.1
2023-09-21,,0.802,1.97,0.0
2023-09-22,,0.305,4.73,0.0
2023-09-23,,0.0,0.0,0.0
2023-09-24,,0.0,0.0,0.0
2023-09-25,,1.801,0.3,0.14
2023-09-26,,9.259,9.98,21.45
2023-09-27,,4.964,0.0,22.09
2023-09-28,,0.002,0.0,0.02
2023-09-29,,0.0,0.0,0.01
2023-09-30,,0.0,0.0,0.0
2023-10-01,,0.0,0.0,0.0
2023-10-02,,0.0,0.0,0.0
2023-10-03,,0.0,0.0,0.0
2023-10-04,,0.0,0.0,0.15
2023-10-05,,10.716,3.58,31.1
2023-10-06,,0.796,0.0,0.55
2023-10-07,,0.0,1.62,0.0
2023-10-08,,0.0,0.0,0.89
2023-10-09,,0.0,0.0,0.0
2023-10-10,,0.0,0.0,0.0
2023-10-11,1.4000001,3.599,0.53,4.66
2023-10-12,1.5000001,13.619,32.26,19.78
2023-10-13,23.300001,8.986,0.85,56.74
2023-10-14,11.300003,14.393,24.51,4.98
2023-10-15,1.2,0.305,0.79,2.55
2023-10-16,0.0,0.0,0.0,0.18
2023-10-17,0.0,0.0,0.0,0.0
2023-10-18,0.0,0.673,0.0,0.0
2023-10-19,4.4,4.191,6.69,4.47
2023-10-20,1.1,0.617,3.34,0.74
2023-10-21,1.1,0.003,0.0,2.19
2023-10-22,0.0,0.0,0.48,0.0
2023-10-23,0.0,0.0,0.0,0.01
2023-10-24,0.0,0.0,0.0,0.49
2023-10-25,1.9,2.991,8.51,5.09
2023-10-26,9.299999,4.804,7.2,0.79
2023-10-27,3.3,2.474,8.4,6.01
2023-10-28,0.4,0.852,0.0,0.0
2023-10-29,2.6,1.883,2.37,12.66
2023-10-30,0.0,0.0,1.4,0.0
2023-10-31,6.2,0.006,0.63,1.55
2023-11-01,0.0,0.0,5.53,0.0
2023-11-02,0.0,0.0,0.0,0.0
2023-11-03,0.0,0.002,0.0,0.0
2023-11-04,0.0,0.0,2.02,0.0
2023-11-05,0.0,0.0,0.0,0.0
2023-11-06,0.0,0.0,0.0,0.0
2023-11-07,0.0,0.0,0.0,0.0
2023-11-08,0.4,0.57,0.0,0.13
2023-11-09,0.0,0.0,0.0,0.04
2023-11-10,0.0,0.0,0.0,0.0
2023-11-11,0.0,0.0,0.0,0.0
2023-11-12,0.0,0.0,0.0,0.0
2023-11-13,0.0,0.0,0.0,0.0
2023-11-14,0.0,0.0,0.0,0.0
2023-11-15,0.0,0.0,0.0,0.0
2023-11-16,0.0,0.0,0.0,0.0
2023-11-17,2.9,0.002,0.18,3.75
2023-11-18,0.0,0.0,0.0,0.0
2023-11-19,0.0,0.0,0.0,0.0
2023-11-20,0.4,3.681,0.0,3.28
2023-11-21,16.6,19.782,25.18,31.17
2023-11-22,0.0,0.0,0.0,0.0
2023-11-23,0.0,0.0,0.0,0.0
2023-11-24,0.0,0.0,0.0,0.0
2023-11-25,0.0,0.0,0.0,0.0
2023-11-26,3.6000004,1.592,5.47,6.73
2023-11-27,0.0,0.0,4.74,0.03
2023-11-28,0.0,0.0,0.0,0.0
2023-11-29,0.0,0.0,0.0,0.0
2023-11-30,0.0,0.0,0.0,0.0
2023-12-01,13.499998,18.442,20.32,16.92
2023-12-02,0.0,0.001,5.48,3.22
2023-12-03,6.5,5.57,11.67,11.24
2023-12-04,0.0,0.0,0.0,0.0
2023-12-05,3.3000002,1.734,7.57,3.96
2023-12-06,0.0,0.0,2.29,0.0
2023-12-07,0.0,0.0,0.0,0.0
2023-12-08,0.0,0.0,0.0,0.14
2023-12-09,1.8,3.781,1.1,0.72
2023-12-10,0.0,0.0,0.0,0.02
2023-12-11,0.0,0.0,0.0,0.0
2023-12-12,0.0,0.0,0.0,0.0
2023-12-13,0.0,0.0,0.0,0.02
2023-12-14,0.0,0.0,0.0,0.0
2023-12-15,0.0,0.0,0.0,0.0
2023-12-16,10.099999,12.372,6.75,11.64
2023-12-17,0.0,0.0,19.84,0.29
2023-12-18,0.0,0.0,0.26,0.16
2023-12-19,0.0,0.0,0.0,0.0
2023-12-20,0.0,0.0,0.0,0.0
2023-12-21,0.4,0.002,0.0,0.26
2023-12-22,4.4,11.504,0.15,10.61
2023-12-23,1.1,0.0,14.0,1.66
2023-12-24,0.0,0.0,0.0,0.02
2023-12-25,5.6,7.714,0.0,7.62
2023-12-26,0.8,0.299,9.25,0.1
2023-12-27,0.0,0.0,0.6,0.0
2023-12-28,8.8,3.056,0.0,2.81
2023-12-29,4.1000004,2.446,11.12,2.86
2023-12-30,0.0,0.0,0.0,0.0
2023-12-31,3.0,0.015,1.35,0.57
2024-01-01,0.0,0.0,3.07,0.56
2024-01-02,0.0,0.0,0.0,0.0
2024-01-03,0.0,0.0,0.0,0.14
2024-01-04,0.0,0.0,0.0,0.01
2024-01-05,0.0,0.0,0.0,0.09
2024-01-06,3.1000001,2.561,6.22,2.28
2024-01-07,0.4,0.005,3.08,0.18
2024-01-08,0.0,0.182,0.25,0.75
2024-01-09,24.199997,21.011,20.15,19.09
2024-01-10,0.4,0.0,23.48,0.88
2024-01-11,0.0,0.002,5.36,1.71
2024-01-12,26.3,10.396,20.09,26.92
2024-01-13,4.1000004,0.033,20.56,5.41
2024-01-14,0.0,0.0,2.05,0.33
2024-01-15,0.0,0.0,0.0,0.0
2024-01-16,0.0,0.0,0.0,0.0
2024-01-17,0.0,0.0,0.0,0.02
2024-01-18,0.5,0.305,1.31,1.24
2024-01-19,1.2,0.01,3.93,2.36
2024-01-20,0.0,0.0,0.0,0.16
2024-01-21,0.0,0.0,0.0,0.0
2024-01-22,1.9000001,0.304,0.89,2.43
2024-01-23,11.3,6.576,10.68,11.48
2024-01-24,5.6000004,3.901,6.57,5.66
2024-01-25,6.2000003,5.559,3.05,9.47
2024-01-26,12.699999,4.502,12.46,2.72
2024-01-27,0.0,0.794,1.01,0.63
2024-01-28,0.8,0.9,4.67,0.7
2024-01-29,0.0,0.0,0.0,0.0
2024-01-30,0.5,0.498,3.07,0.7
2024-01-31,0.0,0.0,0.0,0.0
2024-02-01,0.0,0.0,0.0,0.0
2024-02-02,0.0,0.0,0.0,0.0
2024-02-03,0.0,0.0,0.0,0.0
2024-02-04,0.0,0.0,0.51,0.0
2024-02-05,0.0,0.0,0.0,0.0
2024-02-06,0.0,0.0,0.0,0.0
2024-02-07,0.0,0.0,0.0,0.0
2024-02-08,2.0,3.615,0.0,5.28
2024-02-09,0.0,0.0,0.0,0.4
2024-02-10,0.0,0.0,0.0,0.49
2024-02-11,0.0,0.0,0.0,0.0
2024-02-12,0.0,0.0,0.0,0.0
2024-02-13,0.0,0.0,0.0,0.0
2024-02-14,0.0,0.0,0.0,0.0
2024-02-15,0.5,1.6,2.18,6.45
2024-02-16,0.0,0.0,0.0,0.03
2024-02-17,0.0,0.0,0.0,0.0
2024-02-18,0.0,0.0,0.0,0.0
2024-02-19,0.0,0.0,0.0,0.0
2024-02-20,0.0,0.0,0.0,0.0
2024-02-21,0.0,0.0,0.0,0.02
2024-02-22,0.0,0.004,0.0,16.21
2024-02-23,3.6,0.123,0.0,0.19
2024-02-24,0.4,0.007,7.96,0.02
2024-02-25,0.0,0.0,1.61,0.0
2024-02-26,0.0,0.0,0.0,0.0
2024-02-27,0.0,8.115,0.0,1.29
2024-02-28,1.4,0.497,12.26,0.12
2024-02-29,0.0,0.0,0.0,0.0
2024-03-01,0.0,0.0,0.0,0.08
2024-03-02,0.0,0.0,0.0,0.0
2024-03-03,0.0,0.0,0.0,0.11
2024-03-04,0.0,8.293,0.0,1.59
2024-03-05,16.9,19.848,12.74,11.46
2024-03-06,0.0,0.0,0.0,0.0
2024-03-07,0.0,0.0,0.0,0.0
2024-03-08,13.999998,19.172,6.11,15.05
2024-03-09,0.0,0.0,15.77,0.12
2024-03-10,0.0,0.0,0.0,0.0
2024-03-11,0.0,0.0,0.0,0.0
2024-03-12,0.0,0.0,0.0,0.71
2024-03-13,0.0,0.792,0.0,0.45
2024-03-14,38.9,16.34,19.62,16.7
2024-03-15,0.0,0.0,0.0,0.36
2024-03-16,0.0,0.0,0.0,0.01
2024-03-17,0.0,0.0,0.0,0.03
2024-03-18,0.0,,0.0,0.01
2024-03-19,0.0,,0.0,0.0
2024-03-20,0.0,,0.0,0.0
2024-03-21,0.0,,0.0,0.0
2024-03-22,8.700001,,1.44,1.35
2024-03-23,0.0,,7.82,0.2
2024-03-24,0.0,,0.0,0.0
