date,openMeteo_total_precipitation,virtualCrossing_total_precipitation,openWeather_total_precipitation,weatherApi_total_precipitation
2023-06-18,,3.428,14.19,6.5
2023-06-19,,53.211,43.92,16.8
2023-06-20,,13.317,10.4,3.15
2023-06-21,,0.485,1.06,1.4
2023-06-22,,1.763,3.97,4.8
2023-06-23,,0.0,0.0,2.1
2023-06-24,,8.18,0.0,6.65
2023-06-25,,21.164,7.34,31.65
2023-06-26,,5.944,4.4,8.0
2023-06-27,,0.678,2.99,3.5
2023-06-28,,0.207,0.0,6.2
2023-06-29,,7.055,0.0,24.4
2023-06-30,,4.693,2.23,12.75
2023-07-01,,10.524,23.02,8.6
2023-07-02,,60.736,2.3,9.28
2023-07-03,,12.575,1.57,5.4
2023-07-04,,1.249,1.61,5.1
2023-07-05,,0.201,0.0,3.9
2023-07-06,,1.143,0.0,12.45
2023-07-07,,6.365,12.6,16.3
2023-07-08,,3.745,4.13,4.55
2023-07-09,,0.0,0.0,0.2
2023-07-10,,0.094,0.0,1.2
2023-07-11,,0.0,0.0,0.8
2023-07-12,,0.078,0.0,0.0
2023-07-13,,4.402,0.51,2.6
2023-07-14,,11.334,0.87,9.6
2023-07-15,,3.111,6.86,4.95
2023-07-16,,2.101,0.0,3.0
2023-07-17,,5.63,27.39,3.7
2023-07-18,,2.032,5.28,6.4
2023-07-19,,4.019,0.0,8.9
2023-07-20,,3.544,0.0,2.7
2023-07-21,,0.158,0.0,20.7
2023-07-22,,0.0,0.0,0.5
2023-07-23,,0.0,0.0,0.3
2023-07-24,,0.0,123.54,3.43
2023-07-25,,0.0,0.0,1.3
2023-07-26,,3.844,4.08,11.3
2023-07-27,,3.831,4.52,15.15
2023-07-28,,11.1,0.0,14.0
2023-07-29,,0.512,1.55,0.0
2023-07-30,,0.0,0.0,1.1
2023-07-31,,0.46,0.0,3.2
2023-08-01,,0.683,0.0,5.4
2023-08-02,,4.583,0.0,19.2
2023-08-03,,11.795,4.13,10.85
2023-08-04,,17.65,36.36,21.25
2023-08-05,,10.67,0.32,12.2
2023-08-06,,4.5,0.0,1.6
2023-08-07,,0.0,0.0,2.2
2023-08-08,,0.345,0.0,2.7
2023-08-09,,1.607,6.48,18.0
2023-08-10,,1.209,16.33,4.0
2023-08-11,,12.579,13.22,2.3
2023-08-12,,0.078,0.0,3.9
2023-08-13,,2.011,0.0,6.75
2023-08-14,,0.0,0.0,0.1
2023-08-15,,0.535,0.0,6.3
2023-08-16,,2.976,1.72,8.7
2023-08-17,,73.527,7.74,3.2
2023-08-18,,3.998,26.64,2.0
2023-08-19,,15.479,0.0,6.0
2023-08-20,,6.347,2.36,15.35
2023-08-21,,2.858,0.36,4.2
2023-08-22,,1.474,0.0,13.35
2023-08-23,,2.726,0.0,3.2
2023-08-24,,5.51,0.38,0.8
2023-08-25,,1.613,0.16,0.8
2023-08-26,,1.632,0.0,0.0
2023-08-27,,3.887,0.0,0.9
2023-08-28,,12.834,0.11,1.7
2023-08-29,,11.233,0.0,4.8
2023-08-30,,0.022,4.27,6.2
2023-08-31,,3.517,0.0,2.8
2023-09-01,,4.503,22.22,3.7
2023-09-02,,9.184,26.08,0.0
2023-09-03,,0.0,0.0,0.6
2023-09-04,,0.0,0.0,1.7
2023-09-05,,0.0,0.0,0.4
2023-09-06,,0.0,0.0,0.0
2023-09-07,,0.0,0.0,0.0
2023-09-08,,0.0,8.18,0.0
2023-09-09,,7.707,1.42,0.8
2023-09-10,,33.49,1.82,0.0
2023-09-11,,0.0,0.0,0.2
2023-09-12,,0.0,0.0,0.0
2023-09-13,,0.201,0.0,0.0
2023-09-14,,8.826,0.0,9.3
2023-09-15,,11.153,3.5,18.3
2023-09-16,,56.507,0.32,6.7
2023-09-17,,14.49,13.23,6.3
2023-09-18,,7.08,0.73,6.2
2023-09-19,,16.889,6.33,4.33
2023-09-20,,2.596,13.19,5.16
2023-09-21,,10.053,12.56,95.56
2023-09-22,,0.501,1.81,2.07
2023-09-23,,0.201,0.24,6.8
2023-09-24,,2.875,0.0,8.32
2023-09-25,,22.108,22.02,2.23
2023-09-26,,1.471,0.0,13.38
2023-09-27,,34.607,2.33,1.14
2023-09-28,,0.172,4.6,7.67
2023-09-29,,16.229,0.0,13.78
2023-09-30,,6.54,0.0,4.94
2023-10-01,,3.757,0.0,19.54
2023-10-02,,11.556,8.24,15.65
2023-10-03,,0.669,0.0,1.79
2023-10-04,,0.0,0.0,17.75
2023-10-05,,0.0,0.0,3.75
2023-10-06,,0.0,0.0,0.34
2023-10-07,,14.813,0.0,0.38
2023-10-08,,1.801,0.0,4.22
2023-10-09,,0.0,1.23,5.68
2023-10-10,,0.0,0.0,0.68
2023-10-11,4.5,48.437,6.36,2.76
2023-10-12,6.2000003,0.0,0.0,4.2
2023-10-13,0.0,0.0,0.0,0.01
2023-10-14,0.90000004,14.598,2.98,0.16
2023-10-15,0.0,0.0,0.0,0.42
2023-10-16,0.0,0.0,0.0,0.0
2023-10-17,0.0,0.0,0.0,0.0
2023-10-18,0.0,0.0,0.0,0.0
2023-10-19,0.0,0.0,0.0,0.0
2023-10-20,0.0,0.0,0.25,1.89
2023-10-21,0.0,0.0,0.0,0.0
2023-10-22,0.0,0.0,0.0,0.0
2023-10-23,0.0,0.0,0.0,0.09
2023-10-24,5.4,0.13,0.0,3.58
2023-10-25,0.0,0.334,0.0,0.37
2023-10-26,0.0,1.239,0.0,2.83
2023-10-27,0.0,1.75,0.0,0.41
2023-10-28,0.0,0.891,0.0,0.29
2023-10-29,0.0,0.869,0.0,2.27
2023-10-30,0.0,0.0,0.0,0.25
2023-10-31,0.0,0.0,0.0,0.33
2023-11-01,1.1,0.0,0.0,0.1
2023-11-02,4.7000003,8.561,1.38,8.88
2023-11-03,0.0,0.0,0.0,0.62
2023-11-04,1.2,0.204,1.81,27.94
2023-11-05,0.0,0.0,0.0,0.69
2023-11-06,4.0,0.078,0.0,6.39
2023-11-07,0.0,0.0,0.0,0.45
2023-11-08,0.1,0.356,0.0,0.04
2023-11-09,9.400001,0.251,0.0,0.51
2023-11-10,0.0,0.0,0.0,1.1
2023-11-11,0.0,0.0,0.0,0.0
2023-11-12,0.0,0.0,0.0,0.38
2023-11-13,1.8,10.942,0.35,0.04
2023-11-14,6.9,13.665,12.49,0.68
2023-11-15,93.7,151.133,29.3,64.48
2023-11-16,126.50001,46.996,153.09,122.0
2023-11-17,0.0,0.0,0.53,0.19
2023-11-18,0.0,0.0,0.0,0.03
2023-11-19,0.0,0.0,0.0,0.45
2023-11-20,6.7999997,0.0,0.0,2.19
2023-11-21,0.0,0.0,0.0,0.28
2023-11-22,0.0,0.0,0.0,0.01
2023-11-23,0.0,0.0,0.0,1.94
2023-11-24,4.7,3.598,0.0,3.11
2023-11-25,16.3,0.534,4.33,5.46
2023-11-26,0.0,2.175,0.0,0.8
2023-11-27,0.0,0.0,0.0,0.45
2023-11-28,0.0,0.0,0.0,0.0
2023-11-29,0.0,0.0,65.24,0.0
2023-11-30,0.0,0.0,0.0,0.01
2023-12-01,0.0,0.0,0.0,0.0
2023-12-02,0.0,0.0,0.0,0.16
2023-12-03,0.0,0.0,0.0,1.44
2023-12-04,0.0,0.0,0.84,0.0
2023-12-05,0.0,0.0,0.0,0.01
2023-12-06,0.0,0.0,0.0,0.0
2023-12-07,0.0,0.0,0.0,0.0
2023-12-08,0.0,0.0,0.0,1.26
2023-12-09,0.0,0.0,0.0,0.34
2023-12-10,0.7,0.794,0.0,0.93
2023-12-11,0.0,0.022,1.02,0.01
2023-12-12,0.0,0.0,0.0,0.09
2023-12-13,9.9,11.569,5.66,17.6
2023-12-14,1.4,3.99,1.81,17.96
2023-12-15,0.7,3.708,0.49,17.41
2023-12-16,27.6,30.976,2.19,24.13
2023-12-17,32.8,4.46,11.42,8.09
2023-12-18,0.0,0.0,0.0,0.0
2023-12-19,0.0,0.0,0.0,0.0
2023-12-20,0.0,0.0,0.0,0.54
2023-12-21,1.1,0.0,0.0,0.62
2023-12-22,0.0,0.077,0.0,0.92
2023-12-23,0.0,2.211,0.0,0.46
2023-12-24,0.0,0.542,0.0,0.23
2023-12-25,1.1,1.568,0.0,5.44
2023-12-26,2.9,15.998,1.63,1.93
2023-12-27,0.0,0.0,0.0,0.0
2023-12-28,4.5,16.837,20.05,16.62
2023-12-29,0.0,0.0,0.0,0.03
2023-12-30,0.0,0.0,0.0,0.0
2023-12-31,0.0,0.0,0.0,0.0
2024-01-01,0.0,0.0,0.0,0.0
2024-01-02,0.0,0.0,0.0,0.0
2024-01-03,0.0,0.0,0.0,0.0
2024-01-04,0.4,0.0,0.0,0.56
2024-01-05,0.0,0.0,0.0,0.51
2024-01-06,16.9,1.664,0.0,3.42
2024-01-07,4.7,2.02,2.37,3.84
2024-01-08,0.0,0.0,3.16,0.54
2024-01-09,0.0,0.635,0.0,1.93
2024-01-10,3.6,2.234,3.05,0.19
2024-01-11,21.599998,7.716,0.0,1.8
2024-01-12,5.3999996,1.156,13.9,0.86
2024-01-13,2.2,0.0,0.0,0.13
2024-01-14,1.4,2.411,0.0,1.23
2024-01-15,0.0,0.0,4.37,0.8
2024-01-16,34.200005,1.774,0.0,1.36
2024-01-17,0.0,0.0,0.36,0.94
2024-01-18,0.0,0.0,0.0,0.09
2024-01-19,0.4,0.33,74.17,0.0
2024-01-20,0.0,0.0,0.0,0.19
2024-01-21,0.0,0.0,0.0,0.17
2024-01-22,0.0,0.535,0.0,1.58
2024-01-23,0.0,0.0,0.0,0.23
2024-01-24,0.0,0.0,0.0,0.39
2024-01-25,0.0,0.0,0.0,0.18
2024-01-26,0.0,0.0,0.0,0.34
2024-01-27,0.0,0.0,0.0,1.75
2024-01-28,0.0,0.0,34.51,0.36
2024-01-29,0.0,0.0,0.0,0.0
2024-01-30,0.0,0.0,0.0,0.19
2024-01-31,0.0,0.0,0.0,0.0
2024-02-01,0.0,0.0,0.0,0.0
2024-02-02,0.0,0.0,0.0,0.02
2024-02-03,0.0,0.0,0.0,0.0
2024-02-04,97.9,16.096,3.87,25.9
2024-02-05,0.4,3.014,0.26,5.16
2024-02-06,0.0,0.0,4.87,0.01
2024-02-07,0.0,0.0,0.0,0.02
2024-02-08,0.0,0.334,0.0,0.17
2024-02-09,0.0,0.0,0.0,0.11
2024-02-10,0.0,0.0,0.0,0.17
2024-02-11,0.8,0.888,0.0,0.47
2024-02-12,0.0,0.0,0.0,0.5
2024-02-13,0.7,2.761,0.16,0.23
2024-02-14,0.0,0.0,0.0,0.0
2024-02-15,0.0,0.0,0.0,0.14
2024-02-16,0.0,0.0,0.0,0.0
2024-02-17,2.9,0.0,0.0,0.11
2024-02-18,12.599999,41.491,4.78,4.75
2024-02-19,12.599999,4.552,23.3,2.88
2024-02-20,0.0,0.0,2.13,0.0
2024-02-21,0.0,0.0,0.0,0.0
2024-02-22,0.0,0.0,0.0,0.0
2024-02-23,0.0,0.0,0.0,0.03
2024-02-24,0.4,1.4,0.0,0.9
2024-02-25,0.0,0.0,0.0,0.0
2024-02-26,0.0,0.0,0.0,0.0
2024-02-27,0.0,0.0,0.0,0.01
2024-02-28,0.0,0.0,0.0,0.0
2024-02-29,0.4,0.0,0.0,0.0
2024-03-01,0.0,0.148,0.0,0.48
2024-03-02,0.0,0.127,0.0,0.1
2024-03-03,0.4,4.634,0.0,0.03
2024-03-04,0.0,1.003,2.13,1.85
2024-03-05,0.0,0.0,0.0,0.29
2024-03-06,69.1,11.491,7.16,17.66
2024-03-07,35.6,1.666,2.32,7.07
2024-03-08,0.0,0.0,0.0,0.01
2024-03-09,0.0,0.0,1230.11,0.0
2024-03-10,0.0,0.0,0.0,2.18
2024-03-11,0.0,0.0,96.56,0.0
2024-03-12,0.0,0.0,0.0,0.0
2024-03-13,0.0,0.0,0.0,0.06
2024-03-14,0.0,0.0,0.0,0.0
2024-03-15,0.0,0.0,6.91,0.0
2024-03-16,1.1,0.0,0.0,0.0
2024-03-17,0.0,0.331,0.0,0.38
2024-03-18,45.7,,1917.72,0.08
2024-03-19,0.0,,0.51,1.17
2024-03-20,0.0,,0.0,0.0
2024-03-21,0.0,,0.0,0.18
2024-03-22,30.600002,,23.63,35.08
2024-03-23,62.000008,,59.84,25.66
2024-03-24,0.0,,0.0,0.28
