date,openMeteo_total_precipitation,virtualCrossing_total_precipitation,openWeather_total_precipitation,weatherApi_total_precipitation
2023-07-13,,0.005,0.0,0.2
2023-07-14,,6.183,14.55,8.7
2023-07-15,,6.725,4.36,7.1
2023-07-16,,30.665,35.0,29.68
2023-07-17,,0.0,0.11,7.1
2023-07-18,,5.626,0.81,13.4
2023-07-19,,0.079,3.59,7.35
2023-07-20,,0.0,0.0,0.2
2023-07-21,,3.895,22.28,20.5
2023-07-22,,0.0,0.0,0.0
2023-07-23,,0.0,0.0,0.0
2023-07-24,,0.0,0.0,0.1
2023-07-25,,7.837,0.0,25.6
2023-07-26,,0.0,11.2,0.4
2023-07-27,,1.508,0.0,3.3
2023-07-28,,0.0,5.2,0.1
2023-07-29,,1.582,0.0,13.38
2023-07-30,,0.0,0.0,0.0
2023-07-31,,0.0,0.0,0.0
2023-08-01,,0.0,0.0,0.0
2023-08-02,,0.0,0.0,0.0
2023-08-03,,0.0,0.0,0.2
2023-08-04,,0.0,0.0,0.7
2023-08-05,,0.0,0.0,0.0
2023-08-06,,0.0,0.0,0.0
2023-08-07,,26.999,9.36,25.8
2023-08-08,,0.295,14.32,11.8
2023-08-09,,0.0,0.0,0.0
2023-08-10,,7.319,2.27,27.95
2023-08-11,,0.0,9.9,0.1
2023-08-12,,0.087,0.0,1.2
2023-08-13,,17.443,6.94,3.3
2023-08-14,,0.0,0.0,0.9
2023-08-15,,16.497,3.99,26.15
2023-08-16,,15.09,23.62,3.5
2023-08-17,,0.004,0.0,1.9
2023-08-18,,19.846,20.06,19.5
2023-08-19,,0.0,0.0,0.0
2023-08-20,,0.0,0.0,0.0
2023-08-21,,0.0,0.0,0.0
2023-08-22,,0.0,0.0,0.0
2023-08-23,,0.0,0.0,0.0
2023-08-24,,2.141,0.0,10.25
2023-08-25,,6.898,10.42,6.7
2023-08-26,,4.061,3.88,2.6
2023-08-27,,0.0,0.0,0.0
2023-08-28,,0.0,0.0,0.0
2023-08-29,,0.0,0.0,0.3
2023-08-30,,6.845,2.69,9.0
2023-08-31,,0.0,0.0,0.0
2023-09-01,,0.0,0.0,0.0
2023-09-02,,0.0,0.0,0.0
2023-09-03,,0.0,0.0,0.0
2023-09-04,,0.002,0.52,0.0
2023-09-05,,0.0,0.0,0.2
2023-09-06,,0.0,0.0,0.0
2023-09-07,,0.0,0.0,2.3
2023-09-08,,1.545,0.0,3.1
2023-09-09,,0.678,3.77,7.5
2023-09-10,,19.412,22.32,4.7
2023-09-11,,29.585,16.05,2.2
2023-09-12,,0.0,15.24,0.0
2023-09-13,,3.318,6.84,31.8
2023-09-14,,0.0,0.0,0.0
2023-09-15,,0.0,0.0,0.0
2023-09-16,,0.0,0.0,0.0
2023-09-17,,4.833,0.0,1.1
2023-09-18,,20.954,30.29,28.0
2023-09-19,,0.0,1.99,0.0
2023-09-20,,0.0,0.0,0.0
2023-09-21,,0.0,0.0,0.0
2023-09-22,,0.0,0.0,0.01
2023-09-23,,21.31,12.97,47.69
2023-09-24,,28.8,9.04,5.99
2023-09-25,,15.381,9.93,58.16
2023-09-26,,5.066,1.68,0.43
2023-09-27,,0.0,0.0,0.0
2023-09-28,,3.216,0.0,0.0
2023-09-29,,120.259,68.0,39.43
2023-09-30,,0.757,1.45,16.26
2023-10-01,,0.0,0.0,0.0
2023-10-02,,0.0,0.0,0.0
2023-10-03,,0.0,0.0,0.0
2023-10-04,,0.0,0.0,0.0
2023-10-05,,0.0,0.0,0.0
2023-10-06,,3.295,1.39,2.11
2023-10-07,,5.316,7.72,17.92
2023-10-08,,0.0,0.0,0.02
2023-10-09,,0.0,0.0,0.02
2023-10-10,,0.494,0.85,0.62
2023-10-11,0.0,0.0,0.0,0.0
2023-10-12,0.0,0.0,0.0,0.0
2023-10-13,0.0,0.0,0.0,0.0
2023-10-14,13.499999,18.661,15.55,17.04
2023-10-15,0.2,0.522,5.64,1.98
2023-10-16,1.4000001,0.004,0.0,0.14
2023-10-17,0.0,0.0,2.13,0.05
2023-10-18,0.0,0.0,0.0,0.0
2023-10-19,0.0,0.0,0.0,0.01
2023-10-20,12.3,19.312,4.58,27.77
2023-10-21,2.3,8.565,18.27,8.78
2023-10-22,0.0,0.0,0.0,0.1
2023-10-23,0.0,0.0,0.0,0.0
2023-10-24,0.0,0.0,0.0,0.0
2023-10-25,0.0,0.0,0.0,0.0
2023-10-26,0.0,0.0,0.0,0.0
2023-10-27,0.0,0.0,0.0,0.0
2023-10-28,0.0,0.0,0.0,0.0
2023-10-29,1.8,12.05,10.36,31.05
2023-10-30,9.7,10.061,9.56,12.13
2023-10-31,0.0,0.0,0.32,0.0
2023-11-01,0.8,0.294,2.65,0.08
2023-11-02,0.0,0.0,0.0,0.0
2023-11-03,0.0,0.0,0.0,0.0
2023-11-04,0.0,0.0,0.0,0.0
2023-11-05,0.0,0.0,0.0,0.0
2023-11-06,0.0,0.0,0.0,0.0
2023-11-07,0.0,1.596,0.58,0.01
2023-11-08,0.0,0.0,0.0,0.38
2023-11-09,0.0,0.0,0.0,0.04
2023-11-10,0.0,0.0,0.0,0.04
2023-11-11,0.0,0.0,0.0,0.0
2023-11-12,0.0,0.0,0.0,0.0
2023-11-13,0.0,0.0,0.0,0.0
2023-11-14,0.0,0.0,0.0,0.01
2023-11-15,0.0,0.0,0.0,0.0
2023-11-16,0.0,0.0,0.0,0.0
2023-11-17,0.0,0.0,0.0,0.0
2023-11-18,0.0,0.004,0.0,0.25
2023-11-19,0.0,0.0,0.0,0.0
2023-11-20,0.0,0.0,0.0,0.0
2023-11-21,7.5999994,9.87,0.0,7.71
2023-11-22,37.9,49.327,37.43,76.52
2023-11-23,0.0,0.0,0.0,0.27
2023-11-24,0.0,0.0,0.0,0.0
2023-11-25,0.0,0.0,0.0,0.0
2023-11-26,10.8,3.81,0.0,0.27
2023-11-27,1.4,3.459,9.41,20.03
2023-11-28,0.0,0.0,0.0,0.02
2023-11-29,0.0,0.0,0.0,0.0
2023-11-30,0.0,0.0,0.0,0.0
2023-12-01,6.8,10.186,0.49,2.51
2023-12-02,0.0,0.0,4.8,0.0
2023-12-03,17.199999,14.166,9.41,33.48
2023-12-04,0.0,0.0,0.33,0.0
2023-12-05,0.0,0.0,0.0,0.0
2023-12-06,0.0,0.0,0.0,0.01
2023-12-07,0.1,0.0,0.25,0.0
2023-12-08,0.0,0.0,0.0,0.0
2023-12-09,0.0,0.0,0.0,0.0
2023-12-10,26.0,22.289,1.76,21.16
2023-12-11,28.400002,12.553,34.63,19.35
2023-12-12,0.0,0.0,0.0,0.0
2023-12-13,0.0,0.0,0.0,0.0
2023-12-14,0.0,0.0,0.0,0.0
2023-12-15,0.0,0.0,0.0,0.0
2023-12-16,0.0,0.0,0.0,0.0
2023-12-17,9.7,2.977,0.0,11.21
2023-12-18,63.000004,48.416,34.45,52.69
2023-12-19,0.0,0.0,0.0,0.06
2023-12-20,0.0,0.0,0.0,0.0
2023-12-21,0.0,0.0,0.0,0.0
2023-12-22,0.0,0.0,0.0,0.0
2023-12-23,0.0,0.0,0.0,0.0
2023-12-24,0.0,0.594,1.37,1.08
2023-12-25,0.0,0.0,0.0,0.0
2023-12-26,0.0,0.0,0.0,0.0
2023-12-27,5.5,5.172,2.03,21.18
2023-12-28,59.7,34.499,21.56,16.15
2023-12-29,0.0,1.14,0.0,3.12
2023-12-30,0.0,0.0,0.36,0.1
2023-12-31,0.0,0.0,0.0,0.0
2024-01-01,0.0,0.671,0.31,0.15
2024-01-02,0.0,0.0,0.0,0.0
2024-01-03,0.0,0.0,0.0,0.0
2024-01-04,0.0,0.0,0.0,0.0
2024-01-05,0.0,0.0,0.0,0.0
2024-01-06,9.099999,9.784,0.0,3.47
2024-01-07,9.599999,5.983,19.81,4.86
2024-01-08,0.0,0.0,0.0,0.0
2024-01-09,25.3,32.122,1.39,48.74
2024-01-10,28.1,9.892,41.12,23.71
2024-01-11,0.0,0.0,0.0,0.0
2024-01-12,0.0,0.296,0.0,3.72
2024-01-13,31.7,22.731,13.27,36.94
2024-01-14,0.0,0.0,0.0,0.06
2024-01-15,0.4,0.595,0.0,0.0
2024-01-16,10.599998,6.916,9.51,2.48
2024-01-17,0.0,0.0,1.11,0.0
2024-01-18,0.0,0.0,0.0,0.27
2024-01-19,1.6,1.192,1.49,3.42
2024-01-20,0.0,0.0,0.56,0.02
2024-01-21,0.0,0.0,0.0,0.0
2024-01-22,0.0,0.0,0.0,0.0
2024-01-23,0.8,1.099,1.27,0.16
2024-01-24,2.2,1.498,1.62,6.38
2024-01-25,4.8,6.401,5.83,19.34
2024-01-26,2.6000001,4.615,2.13,4.29
2024-01-27,0.0,0.0,0.0,0.06
2024-01-28,21.0,16.058,19.43,24.63
2024-01-29,0.8,1.837,0.86,2.29
2024-01-30,0.0,0.001,0.0,0.01
2024-01-31,0.0,0.001,0.6,0.65
2024-02-01,0.0,0.0,0.0,0.0
2024-02-02,6.8999996,7.327,5.01,7.21
2024-02-03,0.0,0.0,0.0,0.0
2024-02-04,0.0,0.0,0.0,0.0
2024-02-05,0.0,0.0,0.0,0.0
2024-02-06,0.0,0.0,0.0,0.0
2024-02-07,0.0,0.0,0.0,0.0
2024-02-08,0.0,0.0,0.0,0.0
2024-02-09,0.0,0.0,0.0,0.0
2024-02-10,0.0,0.0,0.0,0.68
2024-02-11,0.0,0.0,0.0,0.0
2024-02-12,0.0,0.0,0.0,0.09
2024-02-13,28.3,19.254,18.33,25.11
2024-02-14,0.0,0.0,0.0,0.0
2024-02-15,0.0,0.0,0.0,0.12
2024-02-16,0.0,0.0,0.0,0.04
2024-02-17,7.6,4.698,7.48,0.44
2024-02-18,0.0,0.0,2.97,0.01
2024-02-19,0.0,0.0,0.0,0.0
2024-02-20,0.0,0.0,0.0,0.0
2024-02-21,0.0,0.0,0.0,0.0
2024-02-22,0.0,0.532,0.0,0.0
2024-02-23,2.6000001,1.604,6.86,3.39
2024-02-24,0.0,0.0,0.0,0.0
2024-02-25,0.0,0.0,0.0,0.0
2024-02-26,0.0,0.302,0.0,0.01
2024-02-27,9.0,11.169,0.0,0.32
2024-02-28,4.5,5.612,14.85,13.03
2024-02-29,0.0,0.0,7.97,0.27
2024-03-01,0.0,0.0,0.0,0.0
2024-03-02,30.3,29.957,9.43,5.36
2024-03-03,0.0,0.004,13.43,0.02
2024-03-04,0.0,0.0,0.0,0.02
2024-03-05,15.299999,9.677,4.79,4.69
2024-03-06,28.9,25.042,3.9,35.13
2024-03-07,4.0,3.327,24.0,1.27
2024-03-08,0.0,0.0,0.0,0.0
2024-03-09,23.4,34.885,0.0,0.85
2024-03-10,28.4,1.433,16.48,11.31
2024-03-11,0.0,0.0,0.35,0.0
2024-03-12,0.0,0.0,0.0,0.0
2024-03-13,0.0,0.0,0.0,0.05
2024-03-14,0.0,0.0,0.0,0.0
2024-03-15,0.0,0.0,0.52,4.47
2024-03-16,0.0,0.0,0.0,0.0
2024-03-17,0.0,0.0,0.0,0.0
2024-03-18,0.0,,0.0,0.0
2024-03-19,0.0,,0.0,0.01
2024-03-20,0.0,,0.0,0.19
2024-03-21,0.0,,0.89,0.0
2024-03-22,0.0,,0.0,0.0
2024-03-23,83.1,,38.09,66.36
2024-03-24,0.0,,3.62,0.0
