date,openMeteo_wind_speed,virtualCrossing_wind_speed,openWeather_wind_speed,weatherApi_wind_speed
2023-09-17,,20.0,31.5,15.8
2023-09-18,,17.2,20.376,17.3
2023-09-19,,27.7,18.503999999999998,20.2
2023-09-20,,19.1,46.296,24.1
2023-09-21,,18.2,20.376,17.3
2023-09-22,,15.8,22.212,23.0
2023-09-23,,20.7,18.503999999999998,23.0
2023-09-24,,16.8,27.791999999999998,17.3
2023-09-25,,23.5,42.588,18.7
2023-09-26,,17.9,22.212,20.2
2023-09-27,,17.0,19.296000000000003,24.5
2023-09-28,,15.0,20.376,18.7
2023-09-29,,19.4,14.832,22.0
2023-09-30,,14.9,16.668,18.0
2023-10-01,,18.2,20.376,18.7
2023-10-02,,26.9,33.336,32.8
2023-10-03,,27.5,35.172,29.5
2023-10-04,,22.8,25.92,23.0
2023-10-05,,18.5,22.212,21.6
2023-10-06,,13.0,20.376,14.0
2023-10-07,,16.4,12.96,13.0
2023-10-08,,12.5,16.668,19.1
2023-10-09,,15.8,18.503999999999998,15.1
2023-10-10,,12.9,16.668,10.4
2023-10-11,20.291357,19.3,24.084000000000003,21.2
2023-10-12,31.259941,30.5,35.172,27.0
2023-10-13,23.157824,21.1,33.336,22.0
2023-10-14,22.68,16.1,19.296000000000003,25.6
2023-10-15,25.849905,21.0,24.084000000000003,27.4
2023-10-16,24.696104,20.5,25.92,26.3
2023-10-17,22.90743,22.4,29.628000000000004,22.7
2023-10-18,17.339897,20.5,24.084000000000003,21.6
2023-10-19,16.73516,22.4,24.156,18.7
2023-10-20,11.525623,13.9,22.212,20.9
2023-10-21,11.720751,14.6,16.668,18.4
2023-10-22,12.218805,10.4,14.832,13.0
2023-10-23,15.575981,21.6,20.376,25.9
2023-10-24,27.267473,31.3,37.044,34.2
2023-10-25,24.216522,30.5,33.336,34.2
2023-10-26,25.959969,31.7,38.88,33.5
2023-10-27,22.545315,29.3,35.172,29.5
2023-10-28,23.708124,31.8,40.752,32.0
2023-10-29,23.166216,30.7,33.336,31.3
2023-10-30,15.124284,17.4,25.92,27.4
2023-10-31,11.298495,15.3,18.503999999999998,24.5
2023-11-01,17.388409,20.3,24.084000000000003,31.3
2023-11-02,29.74306,33.2,38.88,38.9
2023-11-03,26.31942,31.6,38.88,33.5
2023-11-04,19.35314,18.0,37.044,31.3
2023-11-05,18.532135,20.6,22.212,24.5
2023-11-06,14.512064,15.7,22.212,23.4
2023-11-07,17.10284,21.5,22.212,22.0
2023-11-08,19.255793,25.8,25.92,22.7
2023-11-09,13.493999,17.9,25.92,19.4
2023-11-10,13.684735,21.8,22.212,20.5
2023-11-11,13.722565,20.0,20.376,19.4
2023-11-12,12.964998,19.2,20.376,20.9
2023-11-13,14.168641,21.0,20.376,24.5
2023-11-14,16.343367,28.8,20.376,34.2
2023-11-15,30.54701,36.2,38.88,33.8
2023-11-16,46.601574,49.7,51.84,49.7
2023-11-17,12.303366,13.5,29.628000000000004,29.5
2023-11-18,17.654688,19.3,25.92,23.4
2023-11-19,12.819235,16.2,25.92,19.8
2023-11-20,14.973576,23.3,22.212,25.6
2023-11-21,17.283749,24.6,25.92,25.6
2023-11-22,16.055353,19.5,24.084000000000003,19.8
2023-11-23,11.659777,13.5,20.376,12.6
2023-11-24,13.1041975,13.8,14.832,11.9
2023-11-25,11.384198,17.4,16.668,22.0
2023-11-26,17.654688,22.5,25.92,19.8
2023-11-27,16.641972,19.9,22.212,18.4
2023-11-28,15.379206,17.7,16.668,23.8
2023-11-29,15.0038395,15.5,25.92,20.2
2023-11-30,18.214718,29.6,31.5,20.9
2023-12-01,14.345898,22.2,22.212,17.3
2023-12-02,16.299694,21.8,25.92,22.0
2023-12-03,10.823973,15.4,20.376,15.8
2023-12-04,9.904906,13.0,16.668,15.1
2023-12-05,10.805998,11.8,14.832,18.0
2023-12-06,18.709612,21.8,25.92,26.6
2023-12-07,12.229406,21.4,31.5,24.8
2023-12-08,17.28,25.2,25.92,23.8
2023-12-09,19.64558,28.2,29.628000000000004,24.1
2023-12-10,18.847641,26.6,29.628000000000004,24.1
2023-12-11,17.826363,18.2,27.791999999999998,31.0
2023-12-12,18.837322,22.8,35.172,31.7
2023-12-13,25.212852,30.0,31.5,34.9
2023-12-14,26.28,37.3,46.296,44.6
2023-12-15,32.49785,36.3,42.588,41.0
2023-12-16,28.696312,38.1,42.588,40.3
2023-12-17,29.28418,33.1,38.88,40.0
2023-12-18,15.646544,18.5,33.336,25.6
2023-12-19,15.546833,18.4,25.92,27.7
2023-12-20,17.309975,26.3,29.628000000000004,29.5
2023-12-21,21.178896,27.8,29.628000000000004,27.4
2023-12-22,13.513193,20.4,31.5,25.9
2023-12-23,16.704155,24.0,27.791999999999998,22.0
2023-12-24,21.659918,33.5,35.172,25.9
2023-12-25,18.514643,27.3,27.791999999999998,29.9
2023-12-26,16.08761,19.3,24.084000000000003,21.6
2023-12-27,11.720751,14.3,18.503999999999998,16.6
2023-12-28,20.88,21.1,24.084000000000003,28.1
2023-12-29,15.778518,19.2,22.212,19.8
2023-12-30,12.496718,12.9,18.503999999999998,19.1
2023-12-31,11.457958,14.6,12.96,11.9
2024-01-01,9.387651,11.5,12.96,11.2
2024-01-02,13.661038,18.5,20.376,18.4
2024-01-03,13.37825,24.6,24.084000000000003,21.2
2024-01-04,15.905319,23.7,27.791999999999998,18.7
2024-01-05,17.313717,29.5,31.5,25.9
2024-01-06,21.862406,25.2,33.336,31.0
2024-01-07,17.551615,20.6,29.628000000000004,23.8
2024-01-08,19.486609,35.8,29.628000000000004,35.3
2024-01-09,26.7565,36.2,44.46,40.3
2024-01-10,26.121714,25.4,38.88,33.1
2024-01-11,11.013882,14.4,16.668,18.4
2024-01-12,17.283749,28.7,31.5,27.0
2024-01-13,20.696085,30.8,38.88,25.2
2024-01-14,18.472595,23.1,29.628000000000004,26.6
2024-01-15,18.733839,26.7,27.791999999999998,25.6
2024-01-16,19.602652,25.2,29.628000000000004,20.9
2024-01-17,17.418196,20.6,27.791999999999998,27.0
2024-01-18,12.849528,22.5,25.92,20.2
2024-01-19,15.530151,13.2,16.668,21.2
2024-01-20,17.727943,19.5,25.92,27.4
2024-01-21,22.366402,29.9,27.791999999999998,33.8
2024-01-22,25.050413,40.7,37.044,33.8
2024-01-23,22.725668,33.1,44.46,31.0
2024-01-24,20.240196,33.4,35.388,28.4
2024-01-25,20.316889,28.9,32.184,25.9
2024-01-26,16.79314,23.2,24.156,21.2
2024-01-27,22.226902,29.3,33.336,24.8
2024-01-28,23.400002,30.5,29.628000000000004,30.6
2024-01-29,24.063513,27.5,35.172,31.0
2024-01-30,10.799999,14.8,31.5,16.9
2024-01-31,18.278645,20.9,24.084000000000003,25.6
2024-02-01,11.709688,17.7,25.92,23.0
2024-02-02,13.493999,15.3,16.668,14.0
2024-02-03,18.079027,23.1,16.668,16.2
2024-02-04,19.966211,35.8,37.044,37.4
2024-02-05,20.497883,21.9,29.628000000000004,24.8
2024-02-06,24.798225,27.5,35.172,36.0
2024-02-07,23.113008,26.8,40.752,29.9
2024-02-08,17.873556,24.5,25.92,22.7
2024-02-09,15.893093,22.8,24.084000000000003,20.5
2024-02-10,17.339897,25.0,27.791999999999998,21.6
2024-02-11,23.000591,26.7,27.791999999999998,24.8
2024-02-12,27.595825,33.7,35.172,29.5
2024-02-13,16.79314,17.4,29.628000000000004,20.2
2024-02-14,17.595861,21.6,20.376,23.0
2024-02-15,14.007655,18.9,25.92,21.2
2024-02-16,15.379206,17.4,20.376,18.0
2024-02-17,17.414474,21.9,24.084000000000003,20.9
2024-02-18,22.180206,22.9,25.92,33.1
2024-02-19,21.096123,26.1,42.588,28.4
2024-02-20,15.315873,19.1,27.791999999999998,19.8
2024-02-21,16.45007,20.3,25.92,21.6
2024-02-22,9.726665,13.4,22.212,19.8
2024-02-23,21.980644,28.3,29.628000000000004,27.7
2024-02-24,15.629971,20.8,37.044,24.5
2024-02-25,13.104198,15.5,24.084000000000003,23.8
2024-02-26,14.77755,21.2,20.376,17.3
2024-02-27,18.58451,25.5,25.92,23.4
2024-02-28,20.018072,28.4,29.628000000000004,25.9
2024-02-29,12.864649,18.0,22.212,20.9
2024-03-01,21.915693,31.0,33.336,25.2
2024-03-02,15.683774,23.3,27.791999999999998,20.9
2024-03-03,17.068707,21.0,22.212,16.9
2024-03-04,16.42247,22.0,38.88,17.6
2024-03-05,12.181624,18.8,22.212,21.6
2024-03-06,13.684735,17.3,18.503999999999998,23.4
2024-03-07,11.304229,17.3,16.668,13.7
2024-03-08,15.7908325,22.7,24.084000000000003,19.4
2024-03-09,24.162947,25.4,25.92,25.2
2024-03-10,25.982424,27.0,29.628000000000004,25.9
2024-03-11,19.469976,23.3,24.084000000000003,23.4
2024-03-12,15.856356,20.5,25.92,20.9
2024-03-13,17.298738,19.9,18.503999999999998,19.4
2024-03-14,15.827721,22.9,20.376,23.0
2024-03-15,19.881649,24.8,29.628000000000004,24.8
2024-03-16,17.10284,20.7,18.503999999999998,19.8
2024-03-17,23.806318,21.1,24.084000000000003,27.0
2024-03-18,22.782625,,27.791999999999998,27.7
2024-03-19,20.774214,,37.044,28.8
2024-03-20,18.228943,,24.084000000000003,22.0
2024-03-21,23.83896,,25.92,27.0
2024-03-22,22.751316,,27.791999999999998,40.7
2024-03-23,27.416782,,37.044,38.9
2024-03-24,17.84816,,25.92,30.6
