date,openMeteo_wind_speed,virtualCrossing_wind_speed,openWeather_wind_speed,weatherApi_wind_speed
2023-08-27,,22.3,31.5,14.8
2023-08-28,,16.5,22.212,13.0
2023-08-29,,35.2,22.212,22.0
2023-08-30,,27.7,35.172,18.7
2023-08-31,,18.4,24.084000000000003,13.3
2023-09-01,,16.6,18.503999999999998,10.8
2023-09-02,,22.3,22.212,19.1
2023-09-03,,29.5,29.628000000000004,18.7
2023-09-04,,24.1,29.628000000000004,20.2
2023-09-05,,29.5,27.791999999999998,23.8
2023-09-06,,31.6,31.5,20.9
2023-09-07,,20.5,31.5,19.1
2023-09-08,,25.9,25.92,15.5
2023-09-09,,20.5,24.084000000000003,15.8
2023-09-10,,16.6,20.376,10.1
2023-09-11,,16.5,16.668,9.0
2023-09-12,,22.3,22.212,18.7
2023-09-13,,22.3,16.668,12.6
2023-09-14,,16.6,22.212,14.0
2023-09-15,,14.8,16.668,10.4
2023-09-16,,12.9,14.832,11.2
2023-09-17,,27.7,27.791999999999998,11.9
2023-09-18,,18.3,27.791999999999998,13.7
2023-09-19,,18.4,18.503999999999998,13.3
2023-09-20,,18.4,18.503999999999998,15.1
2023-09-21,,14.7,16.668,13.7
2023-09-22,,16.5,12.96,13.7
2023-09-23,,24.1,18.503999999999998,16.6
2023-09-24,,22.2,24.084000000000003,13.7
2023-09-25,,20.5,20.376,14.0
2023-09-26,,25.9,25.92,20.5
2023-09-27,,24.1,24.084000000000003,16.2
2023-09-28,,16.5,24.084000000000003,10.1
2023-09-29,,18.3,16.668,10.8
2023-09-30,,16.5,18.503999999999998,9.4
2023-10-01,,16.5,16.668,9.7
2023-10-02,,14.7,16.668,10.8
2023-10-03,,22.2,14.832,15.1
2023-10-04,,27.7,27.791999999999998,19.8
2023-10-05,,22.2,27.791999999999998,11.9
2023-10-06,,31.6,31.5,22.3
2023-10-07,,25.9,29.628000000000004,21.2
2023-10-08,,20.4,24.084000000000003,14.8
2023-10-09,,27.7,20.376,16.2
2023-10-10,,27.6,27.791999999999998,15.5
2023-10-11,11.770403,18.3,27.791999999999998,11.2
2023-10-12,18.1041,27.6,18.503999999999998,19.1
2023-10-13,19.734436,27.6,25.92,19.8
2023-10-14,23.113008,37.1,37.044,27.0
2023-10-15,17.462782,22.3,29.628000000000004,19.4
2023-10-16,16.23596,24.0,24.084000000000003,18.0
2023-10-17,14.05845,18.3,24.084000000000003,10.4
2023-10-18,19.523155,33.4,22.212,22.3
2023-10-19,19.130875,22.3,33.336,19.4
2023-10-20,19.08,27.7,27.791999999999998,18.4
2023-10-21,24.066206,37.1,27.791999999999998,15.8
2023-10-22,17.373497,22.3,37.044,14.4
2023-10-23,16.595179,25.9,18.503999999999998,24.5
2023-10-24,23.828083,29.5,25.92,22.0
2023-10-25,21.129885,18.3,29.628000000000004,22.7
2023-10-26,19.022177,29.5,25.92,23.4
2023-10-27,18.228943,29.5,29.628000000000004,18.0
2023-10-28,15.111424,24.1,29.628000000000004,16.6
2023-10-29,19.809813,27.7,24.084000000000003,16.2
2023-10-30,16.965895,29.5,27.791999999999998,14.8
2023-10-31,25.7041,37.0,29.628000000000004,24.5
2023-11-01,19.878391,20.5,37.044,16.9
2023-11-02,21.933426,29.5,25.92,20.5
2023-11-03,19.855558,29.5,29.628000000000004,20.9
2023-11-04,11.901798,16.6,24.084000000000003,11.2
2023-11-05,14.145756,18.4,18.503999999999998,16.9
2023-11-06,25.63847,31.7,31.5,26.6
2023-11-07,18.11841,24.1,29.628000000000004,15.1
2023-11-08,19.201874,25.9,22.212,14.0
2023-11-09,24.50381,40.5,25.92,20.9
2023-11-10,17.58481,25.8,40.752,17.3
2023-11-11,9.339208,12.9,25.92,9.0
2023-11-12,18.94024,24.1,22.212,17.3
2023-11-13,17.163355,25.9,24.084000000000003,16.9
2023-11-14,17.533146,25.9,25.92,13.7
2023-11-15,13.004922,20.5,25.92,17.3
2023-11-16,25.420181,31.6,24.084000000000003,23.0
2023-11-17,20.12461,29.5,31.5,24.5
2023-11-18,17.283749,25.9,25.92,16.6
2023-11-19,10.195057,18.3,24.084000000000003,11.5
2023-11-20,21.313093,33.4,27.791999999999998,20.2
2023-11-21,17.566378,31.5,33.336,16.9
2023-11-22,18.079027,25.9,12.96,13.7
2023-11-23,18.25026,22.3,25.92,16.2
2023-11-24,19.45333,29.4,29.628000000000004,15.1
2023-11-25,11.165805,14.7,25.92,6.8
2023-11-26,21.897945,25.9,14.832,19.1
2023-11-27,21.518847,31.6,29.628000000000004,20.2
2023-11-28,19.586119,31.6,31.5,14.4
2023-11-29,16.135872,24.1,22.212,19.4
2023-11-30,20.111729,27.7,24.084000000000003,15.8
2023-12-01,9.585739,18.3,27.791999999999998,10.4
2023-12-02,11.384199,18.3,14.832,9.0
2023-12-03,18.079027,25.9,18.503999999999998,14.8
2023-12-04,9.826088,14.8,25.92,10.1
2023-12-05,14.186923,24.0,14.832,15.8
2023-12-06,18.345877,27.7,20.376,17.6
2023-12-07,20.969807,25.9,25.92,20.2
2023-12-08,25.40743,27.8,27.791999999999998,19.4
2023-12-09,26.427528,35.2,35.172,31.3
2023-12-10,23.688984,31.6,31.5,17.3
2023-12-11,11.384198,18.4,18.503999999999998,12.2
2023-12-12,15.484185,25.9,25.92,16.9
2023-12-13,10.799999,16.5,22.212,7.6
2023-12-14,16.09969,24.1,18.503999999999998,13.7
2023-12-15,14.33234,16.6,24.084000000000003,10.1
2023-12-16,17.566378,20.5,16.668,15.1
2023-12-17,20.188908,24.1,20.376,13.0
2023-12-18,30.421598,48.1,37.044,23.4
2023-12-19,15.941944,25.8,33.336,16.2
2023-12-20,15.986595,18.4,25.92,15.8
2023-12-21,7.9526596,11.1,11.124,8.6
2023-12-22,8.891344,14.7,12.96,16.2
2023-12-23,6.2145634,9.3,14.832,13.0
2023-12-24,12.9249525,22.2,12.96,15.5
2023-12-25,21.068459,31.6,22.212,21.6
2023-12-26,17.826363,22.3,31.5,15.5
2023-12-27,18.089775,27.7,12.96,18.7
2023-12-28,14.830076,24.1,22.212,16.9
2023-12-29,15.517629,24.1,20.376,11.9
2023-12-30,14.081477,20.5,22.212,15.5
2023-12-31,17.581125,29.4,20.376,18.0
2024-01-01,18.847641,29.4,29.628000000000004,18.0
2024-01-02,21.252197,29.5,27.791999999999998,18.0
2024-01-03,14.182355,18.3,29.628000000000004,15.1
2024-01-04,11.620809,20.4,18.503999999999998,10.4
2024-01-05,11.090103,16.5,14.832,8.6
2024-01-06,10.538843,14.7,16.668,7.6
2024-01-07,14.440443,20.5,18.503999999999998,13.0
2024-01-08,14.404499,25.9,16.668,15.8
2024-01-09,19.813087,27.7,27.791999999999998,22.3
2024-01-10,22.104116,31.7,24.084000000000003,28.8
2024-01-11,22.450264,24.1,25.92,20.5
2024-01-12,29.381382,42.5,42.588,27.0
2024-01-13,26.932714,37.0,35.172,28.1
2024-01-14,30.173496,44.5,44.46,24.5
2024-01-15,16.904673,29.4,31.5,15.8
2024-01-16,24.344624,35.2,27.791999999999998,19.4
2024-01-17,23.557316,29.5,35.172,19.1
2024-01-18,12.864649,20.5,27.791999999999998,11.2
2024-01-19,18.075441,29.5,29.628000000000004,19.4
2024-01-20,19.33639,25.9,29.628000000000004,14.4
2024-01-21,19.559633,27.7,25.92,15.8
2024-01-22,22.057161,27.7,27.791999999999998,18.7
2024-01-23,12.224107,14.8,24.084000000000003,9.4
2024-01-24,10.086427,16.5,12.96,10.1
2024-01-25,17.174677,20.5,16.668,8.3
2024-01-26,21.67487,20.5,20.376,8.6
2024-01-27,14.685176,20.5,9.251999999999999,11.9
2024-01-28,19.164719,35.2,20.376,18.0
2024-01-29,19.386591,24.1,29.628000000000004,17.6
2024-01-30,19.64558,25.9,25.92,16.9
2024-01-31,20.991426,27.7,24.084000000000003,16.2
2024-02-01,18.335276,25.9,27.791999999999998,14.4
2024-02-02,17.10284,25.9,25.92,15.5
2024-02-03,14.113652,18.4,18.503999999999998,12.2
2024-02-04,17.0763,24.1,16.668,14.8
2024-02-05,14.05845,18.4,24.084000000000003,13.0
2024-02-06,9.693296,12.9,18.503999999999998,7.2
2024-02-07,11.019764,16.6,12.96,14.8
2024-02-08,30.955812,44.6,29.628000000000004,27.7
2024-02-09,29.035288,37.0,44.46,26.3
2024-02-10,14.20062,22.2,35.172,18.4
2024-02-11,9.511088,18.3,22.212,9.4
2024-02-12,9.220499,14.7,18.503999999999998,13.3
2024-02-13,14.20062,16.6,16.668,13.7
2024-02-14,10.182337,14.8,16.668,7.6
2024-02-15,24.675106,35.3,35.172,23.8
2024-02-16,17.31746,25.9,31.5,17.6
2024-02-17,28.961546,40.6,31.5,23.4
2024-02-18,26.282465,31.7,40.752,24.8
2024-02-19,10.948973,14.8,25.92,10.4
2024-02-20,21.322214,26.0,16.668,15.8
2024-02-21,25.11758,31.6,27.791999999999998,18.0
2024-02-22,10.966713,20.4,31.5,19.8
2024-02-23,22.751316,38.7,20.376,19.1
2024-02-24,23.499481,35.2,35.172,20.9
2024-02-25,19.33639,31.6,24.084000000000003,17.6
2024-02-26,23.14103,27.8,20.376,20.2
2024-02-27,24.315327,29.5,29.628000000000004,20.2
2024-02-28,29.758307,46.4,38.88,26.6
2024-02-29,20.969805,27.7,31.5,21.6
2024-03-01,16.563911,20.5,27.791999999999998,18.4
2024-03-02,15.856356,20.5,18.503999999999998,18.7
2024-03-03,30.574575,40.6,33.336,27.0
2024-03-04,27.021591,29.5,40.752,22.3
2024-03-05,24.031178,37.0,37.044,17.6
2024-03-06,20.431387,29.4,29.628000000000004,17.3
2024-03-07,15.617529,22.3,24.084000000000003,11.5
2024-03-08,16.981165,25.9,20.376,16.2
2024-03-09,19.406637,31.6,24.084000000000003,22.0
2024-03-10,23.166216,35.1,33.336,19.4
2024-03-11,32.978832,40.6,27.791999999999998,22.7
2024-03-12,27.217524,37.0,38.88,21.6
2024-03-13,12.984975,20.5,33.336,12.2
2024-03-14,26.758923,31.7,24.084000000000003,15.5
2024-03-15,20.172853,31.6,31.5,22.3
2024-03-16,36.016193,46.4,38.88,24.1
2024-03-17,20.617662,29.4,46.296,22.0
2024-03-18,18.089775,,29.628000000000004,17.3
2024-03-19,31.39233,,42.588,24.1
2024-03-20,20.592503,,38.88,20.2
2024-03-21,14.182355,,25.92,15.5
2024-03-22,15.683774,,22.212,20.5
2024-03-23,20.326454,,31.5,19.1
2024-03-24,21.288757,,25.92,19.8
