date,openMeteo_min_apparent_temp,virtualCrossing_min_apparent_temp
2023-10-11,19.797031,18.8
2023-10-12,17.358265,17.2
2023-10-13,19.662676,22.2
2023-10-14,12.237381,11.3
2023-10-15,10.103518,12.3
2023-10-16,8.647145,6.8
2023-10-17,5.08708,3.9
2023-10-18,8.081055,7.3
2023-10-19,14.103355,12.3
2023-10-20,10.97108,10.1
2023-10-21,11.960075,11.8
2023-10-22,22.293943,16.7
2023-10-23,23.948523,21.1
2023-10-24,24.304014,22.8
2023-10-25,25.18425,23.3
2023-10-26,25.62627,20.7
2023-10-27,27.75777,23.3
2023-10-28,27.43029,23.3
2023-10-29,2.541809,2.1
2023-10-30,-1.1857805,-0.1
2023-10-31,2.1729965,4.3
2023-11-01,0.7353158,-0.8
2023-11-02,-0.13280916,0.1
2023-11-03,7.5168657,7.3
2023-11-04,13.168961,9.5
2023-11-05,14.81357,13.4
2023-11-06,18.288956,15.1
2023-11-07,19.212484,17.8
2023-11-08,20.898033,20.7
2023-11-09,14.021606,13.8
2023-11-10,9.574794,12.2
2023-11-11,10.596844,12.2
2023-11-12,12.33905,13.4
2023-11-13,10.38028,12.8
2023-11-14,11.991039,11.7
2023-11-15,9.394489,8.4
2023-11-16,9.285039,8.4
2023-11-17,11.598297,11.7
2023-11-18,15.739521,16.7
2023-11-19,15.0156,13.4
2023-11-20,16.322035,17.8
2023-11-21,7.511055,8.4
2023-11-22,0.80356216,0.8
2023-11-23,2.102714,1.8
2023-11-24,2.7985487,2.3
2023-11-25,4.9439917,4.4
2023-11-26,4.2616644,1.8
2023-11-27,0.9030757,-1.5
2023-11-28,5.2630644,4.2
2023-11-29,3.0687804,3.9
2023-11-30,14.478321,14.3
2023-12-01,9.864174,8.9
2023-12-02,6.4347544,4.7
2023-12-03,4.71972,5.3
2023-12-04,4.4899435,3.9
2023-12-05,1.4707737,0.3
2023-12-06,3.6333766,3.4
2023-12-07,3.8921652,4.4
2023-12-08,16.300625,13.9
2023-12-09,9.777734,12.2
2023-12-10,0.5925627,-1.1
2023-12-11,-3.4805489,-6.0
2023-12-12,0.704504,1.2
2023-12-13,8.992945,11.1
2023-12-14,6.7912016,7.4
2023-12-15,13.878609,13.3
2023-12-16,5.196698,2.6
2023-12-17,-0.68553543,-0.6
2023-12-18,2.8656611,2.0
2023-12-19,1.2633362,0.8
2023-12-20,7.9746532,7.2
2023-12-21,15.557585,15.6
2023-12-22,17.028973,15.0
2023-12-23,16.179646,14.4
2023-12-24,12.948412,14.3
2023-12-25,1.8191614,2.7
2023-12-26,-0.31560707,-1.7
2023-12-27,-0.09922886,-0.4
2023-12-28,0.42427158,-0.5
2023-12-29,-0.5431006,-0.9
2023-12-30,-2.1632771,-4.3
2023-12-31,1.834692,0.7
2024-01-01,1.2480669,1.4
2024-01-02,1.7926712,1.1
2024-01-03,3.6022882,4.3
2024-01-04,1.8089266,1.2
2024-01-05,7.388318,5.7
2024-01-06,0.7415519,0.3
2024-01-07,-0.7382326,-2.4
2024-01-08,7.950821,11.7
2024-01-09,0.0657053,-1.2
2024-01-10,-2.431922,-5.4
2024-01-11,2.5067773,0.9
2024-01-12,-0.7019377,-0.6
2024-01-13,-3.1594605,-4.2
2024-01-14,-13.3377695,-16.0
2024-01-15,-15.160212,-16.8
2024-01-16,-14.253788,-16.5
2024-01-17,-10.831709,-14.9
2024-01-18,-1.7650764,-0.5
2024-01-19,-5.7268114,-6.0
2024-01-20,-8.839815,-10.7
2024-01-21,-1.8953915,-0.8
2024-01-22,-1.5801387,0.7
2024-01-23,10.929602,11.7
2024-01-24,10.038657,12.1
2024-01-25,8.715587,6.6
2024-01-26,8.567024,10.0
2024-01-27,6.266073,4.1
2024-01-28,1.4640455,1.5
2024-01-29,2.3691854,1.8
2024-01-30,4.994151,3.3
2024-01-31,2.7958984,2.0
2024-02-01,5.959317,5.7
2024-02-02,13.333073,15.0
2024-02-03,11.598956,10.1
2024-02-04,6.0447855,7.8
2024-02-05,7.7516136,5.4
2024-02-06,3.5398965,2.9
2024-02-07,4.730114,3.4
2024-02-08,15.826412,15.0
2024-02-09,15.79561,17.8
2024-02-10,14.802523,15.6
2024-02-11,6.731409,5.9
2024-02-12,0.15030289,2.1
2024-02-13,0.02959156,-0.6
2024-02-14,2.9031467,2.2
2024-02-15,14.485899,13.9
2024-02-16,11.753986,12.2
2024-02-17,-2.9658675,-1.8
2024-02-18,-3.0416203,-3.2
2024-02-19,-1.6534586,-4.1
2024-02-20,3.62531,2.3
2024-02-21,15.0566025,14.4
2024-02-22,15.785128,17.9
2024-02-23,11.151051,9.5
2024-02-24,4.8398733,5.8
2024-02-25,9.480781,5.8
2024-02-26,15.9217,13.9
2024-02-27,19.088047,19.4
2024-02-28,3.193369,4.8
2024-02-29,1.6574974,2.8
2024-03-01,4.6473703,4.9
2024-03-02,4.7970715,4.0
2024-03-03,16.16798,16.7
2024-03-04,20.295195,19.4
2024-03-05,17.103563,13.0
2024-03-06,12.034481,11.2
2024-03-07,18.443007,18.9
2024-03-08,13.426914,11.1
2024-03-09,3.047247,4.5
2024-03-10,4.183215,2.6
2024-03-11,10.958082,11.2
2024-03-12,12.975067,12.2
2024-03-13,19.322105,19.3
2024-03-14,21.803667,21.7
2024-03-15,17.002548,18.4
2024-03-16,16.28673,16.7
2024-03-17,15.310389,15.6
2024-03-18,10.070941,
2024-03-19,5.5760517,
2024-03-20,8.540291,
2024-03-21,14.704548,
2024-03-22,10.084023,
2024-03-23,9.837844,
2024-03-24,13.303171,
