date,openMeteo_total_precipitation,virtualCrossing_total_precipitation,openWeather_total_precipitation,weatherApi_total_precipitation
2023-06-07,,0.0,0.23,0.5
2023-06-08,,0.031,0.0,2.55
2023-06-09,,0.012,7.89,0.3
2023-06-10,,9.57,117.1,3.6
2023-06-11,,0.0,0.0,0.0
2023-06-12,,0.0,0.0,0.0
2023-06-13,,0.0,0.0,0.3
2023-06-14,,0.0,0.0,0.0
2023-06-15,,0.0,0.0,0.0
2023-06-16,,0.013,0.0,0.0
2023-06-17,,0.0,0.11,0.0
2023-06-18,,0.0,0.0,0.0
2023-06-19,,0.0,0.0,0.0
2023-06-20,,0.0,0.0,0.0
2023-06-21,,24.133,0.0,1.3
2023-06-22,,1.309,27.4,1.8
2023-06-23,,0.0,0.0,0.0
2023-06-24,,0.0,0.0,0.0
2023-06-25,,0.0,0.0,0.0
2023-06-26,,0.0,0.0,0.0
2023-06-27,,0.0,0.0,0.0
2023-06-28,,0.0,0.0,0.0
2023-06-29,,0.0,0.0,0.0
2023-06-30,,0.0,0.0,0.0
2023-07-01,,0.0,0.0,0.3
2023-07-02,,0.0,0.0,0.2
2023-07-03,,0.0,0.0,0.1
2023-07-04,,0.0,0.0,0.2
2023-07-05,,0.0,0.0,2.1
2023-07-06,,4.114,0.36,5.8
2023-07-07,,0.0,0.0,0.2
2023-07-08,,0.0,0.0,0.2
2023-07-09,,0.0,0.0,0.0
2023-07-10,,0.0,0.0,0.0
2023-07-11,,0.0,0.0,0.3
2023-07-12,,0.0,0.0,0.0
2023-07-13,,0.0,0.0,0.0
2023-07-14,,0.0,0.0,0.0
2023-07-15,,0.0,0.0,0.0
2023-07-16,,0.0,0.0,0.0
2023-07-17,,0.0,0.0,0.0
2023-07-18,,0.0,0.0,0.0
2023-07-19,,0.0,0.0,0.0
2023-07-20,,0.0,0.0,0.0
2023-07-21,,0.0,0.0,0.0
2023-07-22,,0.005,0.0,0.0
2023-07-23,,0.006,0.0,0.3
2023-07-24,,0.0,0.0,0.0
2023-07-25,,0.0,0.0,0.0
2023-07-26,,0.001,0.2,0.0
2023-07-27,,0.0,0.0,0.0
2023-07-28,,0.0,0.0,0.0
2023-07-29,,0.0,0.0,0.0
2023-07-30,,0.0,0.0,0.0
2023-07-31,,0.0,0.0,0.0
2023-08-01,,0.0,0.0,0.0
2023-08-02,,0.0,0.0,0.0
2023-08-03,,0.0,0.0,0.0
2023-08-04,,0.0,0.0,0.0
2023-08-05,,0.0,0.0,0.0
2023-08-06,,0.0,0.0,0.0
2023-08-07,,0.0,0.0,0.0
2023-08-08,,0.0,0.0,0.0
2023-08-09,,0.0,0.0,0.0
2023-08-10,,0.0,0.0,0.0
2023-08-11,,0.0,0.0,0.0
2023-08-12,,0.0,0.0,0.0
2023-08-13,,0.0,0.0,0.0
2023-08-14,,0.0,0.0,0.0
2023-08-15,,0.0,0.0,0.0
2023-08-16,,0.0,0.0,0.0
2023-08-17,,0.0,0.0,0.0
2023-08-18,,0.0,0.0,0.0
2023-08-19,,0.0,0.0,0.0
2023-08-20,,0.0,0.0,0.0
2023-08-21,,0.0,0.0,0.0
2023-08-22,,3.564,0.0,0.7
2023-08-23,,0.0,0.0,0.2
2023-08-24,,0.0,0.0,0.0
2023-08-25,,0.0,0.0,0.7
2023-08-26,,0.0,0.0,0.0
2023-08-27,,0.0,0.0,0.5
2023-08-28,,0.0,0.0,2.3
2023-08-29,,0.0,0.0,0.0
2023-08-30,,0.0,0.0,0.0
2023-08-31,,0.0,0.0,0.0
2023-09-01,,0.0,0.0,0.0
2023-09-02,,0.0,0.0,0.0
2023-09-03,,0.0,0.0,0.0
2023-09-04,,0.0,0.0,0.0
2023-09-05,,0.0,0.0,0.0
2023-09-06,,0.0,0.0,0.0
2023-09-07,,0.0,0.0,0.0
2023-09-08,,0.0,0.0,0.0
2023-09-09,,0.0,0.0,0.3
2023-09-10,,0.0,0.0,0.3
2023-09-11,,0.0,0.0,0.0
2023-09-12,,0.0,0.0,0.0
2023-09-13,,2.911,1.81,0.0
2023-09-14,,17.394,1.89,3.6
2023-09-15,,0.303,59.15,0.0
2023-09-16,,0.979,0.0,15.0
2023-09-17,,3.39,0.0,0.0
2023-09-18,,0.0,0.0,0.0
2023-09-19,,0.0,0.0,0.0
2023-09-20,,0.0,0.0,0.0
2023-09-21,,0.0,0.0,0.0
2023-09-22,,0.0,0.0,0.03
2023-09-23,,0.0,0.0,0.0
2023-09-24,,2.137,0.0,1.43
2023-09-25,,2.789,0.0,7.28
2023-09-26,,0.0,0.0,0.01
2023-09-27,,0.0,0.0,0.0
2023-09-28,,0.0,0.0,0.0
2023-09-29,,0.0,0.0,0.0
2023-09-30,,0.0,0.0,1.91
2023-10-01,,0.0,0.0,0.0
2023-10-02,,0.0,0.0,0.03
2023-10-03,,0.0,0.0,9.81
2023-10-04,,0.0,0.0,18.22
2023-10-05,,43.963,63.26,19.14
2023-10-06,,0.0,0.0,0.02
2023-10-07,,0.0,0.0,0.0
2023-10-08,,0.0,0.0,0.0
2023-10-09,,0.0,0.0,0.0
2023-10-10,,0.293,0.0,0.08
2023-10-11,0.4,0.001,0.0,0.59
2023-10-12,0.0,0.0,0.0,0.0
2023-10-13,0.5,0.0,0.0,0.01
2023-10-14,0.0,0.0,0.0,0.0
2023-10-15,0.0,0.0,0.0,0.0
2023-10-16,0.0,0.0,0.0,0.0
2023-10-17,0.0,0.0,0.0,0.0
2023-10-18,0.0,0.0,0.0,0.0
2023-10-19,0.0,0.0,0.0,0.0
2023-10-20,0.0,0.0,0.0,0.0
2023-10-21,0.0,0.0,0.0,0.0
2023-10-22,0.0,0.0,0.0,0.0
2023-10-23,2.9,21.98,17.06,37.16
2023-10-24,4.0,11.643,1.09,1.34
2023-10-25,53.4,0.01,7.94,4.32
2023-10-26,14.0,59.592,68.7,12.86
2023-10-27,69.5,1.161,0.0,20.84
2023-10-28,2.2,1.773,1.25,0.21
2023-10-29,0.0,2.03,2.63,1.87
2023-10-30,7.0,6.065,9.02,41.52
2023-10-31,0.0,0.002,1.09,1.32
2023-11-01,0.0,0.0,0.0,0.0
2023-11-02,0.0,0.0,0.0,0.0
2023-11-03,0.0,0.0,0.0,0.0
2023-11-04,0.0,0.0,0.0,0.0
2023-11-05,0.0,0.0,0.0,0.0
2023-11-06,0.0,0.0,0.0,0.02
2023-11-07,0.0,0.0,0.0,0.0
2023-11-08,0.0,0.0,0.0,0.02
2023-11-09,13.599998,6.331,0.0,10.85
2023-11-10,3.0,13.269,15.36,10.57
2023-11-11,0.0,0.0,0.0,0.0
2023-11-12,2.2,8.701,6.16,0.84
2023-11-13,4.4,1.295,5.1,47.33
2023-11-14,0.0,0.0,0.0,0.04
2023-11-15,0.0,0.0,0.0,0.0
2023-11-16,0.0,0.0,0.0,0.0
2023-11-17,0.0,0.0,0.0,0.0
2023-11-18,0.0,0.0,0.0,0.0
2023-11-19,0.0,1.663,0.0,0.02
2023-11-20,0.8,0.0,0.37,0.52
2023-11-21,0.0,0.0,0.0,0.0
2023-11-22,0.0,0.0,0.0,0.0
2023-11-23,0.0,0.002,0.0,0.0
2023-11-24,0.0,0.0,1.57,0.0
2023-11-25,0.0,0.0,0.0,0.42
2023-11-26,0.7,0.0,0.0,1.2
2023-11-27,0.0,0.0,0.0,0.0
2023-11-28,0.0,0.0,0.0,0.0
2023-11-29,0.0,0.0,0.0,1.94
2023-11-30,4.1,3.828,1.21,5.63
2023-12-01,0.0,0.001,0.0,0.0
2023-12-02,0.0,0.0,0.0,0.0
2023-12-03,0.0,0.0,0.0,0.0
2023-12-04,0.0,0.0,0.0,0.0
2023-12-05,0.0,0.0,0.0,0.0
2023-12-06,0.0,0.0,0.0,0.0
2023-12-07,0.0,0.0,0.0,0.0
2023-12-08,0.0,0.0,0.0,0.06
2023-12-09,0.0,0.0,0.0,0.0
2023-12-10,0.0,0.0,0.0,0.0
2023-12-11,0.0,0.0,0.0,0.0
2023-12-12,0.0,0.0,0.0,0.02
2023-12-13,0.4,3.166,4.53,0.01
2023-12-14,0.0,0.005,1.02,1.29
2023-12-15,3.3,5.398,0.0,2.79
2023-12-16,0.0,0.0,2.02,0.0
2023-12-17,0.0,0.0,0.0,0.0
2023-12-18,0.0,0.0,0.0,0.0
2023-12-19,0.0,0.0,0.0,0.0
2023-12-20,0.0,0.0,0.0,0.33
2023-12-21,0.7,3.701,1.4,1.27
2023-12-22,2.9,0.617,0.25,10.54
2023-12-23,6.5,4.168,0.0,3.3
2023-12-24,85.8,41.823,72.84,20.4
2023-12-25,0.0,0.0,0.0,0.0
2023-12-26,0.0,0.0,0.0,0.0
2023-12-27,0.0,0.0,0.0,0.0
2023-12-28,0.0,0.0,0.0,0.0
2023-12-29,0.0,0.0,0.0,0.0
2023-12-30,0.0,0.0,0.0,0.0
2023-12-31,0.0,0.0,0.0,0.0
2024-01-01,0.0,0.0,0.0,0.0
2024-01-02,30.900002,37.674,0.0,10.25
2024-01-03,0.0,0.0,8.75,0.03
2024-01-04,0.4,0.802,0.0,1.06
2024-01-05,0.8,0.567,3.01,1.13
2024-01-06,0.0,0.0,0.0,0.0
2024-01-07,0.0,0.0,0.0,0.0
2024-01-08,9.700001,6.838,2.87,4.11
2024-01-09,0.0,0.0,4.26,0.0
2024-01-10,0.0,0.0,0.0,0.0
2024-01-11,0.0,0.0,0.0,0.0
2024-01-12,0.0,0.0,0.0,0.75
2024-01-13,0.0,0.0,0.0,0.0
2024-01-14,0.0,0.0,0.0,0.46
2024-01-15,0.0,0.0,0.0,0.62
2024-01-16,0.0,0.0,0.0,0.0
2024-01-17,0.0,0.0,0.0,0.0
2024-01-18,0.0,0.0,0.0,0.0
2024-01-19,0.0,0.0,0.0,0.0
2024-01-20,0.0,0.0,0.0,0.0
2024-01-21,0.8,0.311,0.0,1.99
2024-01-22,72.7,89.425,76.63,58.95
2024-01-23,17.199999,4.357,1.87,24.04
2024-01-24,35.9,29.009,21.53,2.13
2024-01-25,0.4,2.017,17.74,0.0
2024-01-26,0.0,0.0,0.0,0.05
2024-01-27,0.0,0.0,0.0,0.0
2024-01-28,0.0,0.0,0.0,0.0
2024-01-29,0.0,0.0,0.0,0.0
2024-01-30,0.0,0.0,0.0,0.0
2024-01-31,0.0,0.0,0.0,0.0
2024-02-01,0.0,0.0,0.0,0.0
2024-02-02,1.6,26.778,0.0,8.03
2024-02-03,11.199999,4.003,26.17,9.92
2024-02-04,0.0,0.001,0.0,0.0
2024-02-05,0.0,0.0,0.0,0.01
2024-02-06,0.0,0.0,0.0,0.0
2024-02-07,0.0,0.0,0.0,0.15
2024-02-08,0.4,0.0,0.0,0.52
2024-02-09,0.0,0.0,0.0,0.33
2024-02-10,54.100002,17.251,5.63,15.15
2024-02-11,3.6000001,1.079,1.37,2.53
2024-02-12,0.0,0.0,0.0,0.0
2024-02-13,0.0,0.0,0.0,0.0
2024-02-14,0.0,0.0,0.0,0.75
2024-02-15,0.0,0.0,0.0,0.46
2024-02-16,2.2,0.0,0.0,0.01
2024-02-17,0.0,0.0,0.0,0.0
2024-02-18,0.0,0.0,0.0,0.0
2024-02-19,0.0,0.0,0.0,0.0
2024-02-20,0.0,0.0,0.0,0.0
2024-02-21,0.0,0.0,0.0,0.0
2024-02-22,0.0,0.0,0.0,0.0
2024-02-23,0.0,0.0,0.0,0.0
2024-02-24,0.0,0.0,0.0,0.0
2024-02-25,0.0,0.0,0.0,0.0
2024-02-26,0.0,0.0,0.0,0.0
2024-02-27,0.0,0.0,0.0,0.0
2024-02-28,0.0,0.0,0.0,0.0
2024-02-29,0.0,0.981,0.0,0.71
2024-03-01,0.0,0.0,0.0,0.0
2024-03-02,0.0,0.0,0.0,0.0
2024-03-03,0.0,0.0,0.0,0.01
2024-03-04,0.0,0.0,0.0,7.44
2024-03-05,0.0,0.0,0.0,0.0
2024-03-06,0.0,0.0,0.0,0.0
2024-03-07,1.1,0.294,0.0,0.29
2024-03-08,4.7,3.565,21.73,3.87
2024-03-09,0.0,0.0,0.0,0.0
2024-03-10,0.0,0.0,0.0,0.0
2024-03-11,0.0,0.0,0.0,0.0
2024-03-12,0.0,0.0,0.0,0.05
2024-03-13,0.1,0.0,0.0,1.18
2024-03-14,0.0,0.005,0.0,2.77
2024-03-15,0.4,12.856,12.72,20.22
2024-03-16,0.0,3.522,0.0,5.5
2024-03-17,1.8,14.388,9.56,16.21
2024-03-18,0.0,,0.0,0.0
2024-03-19,0.0,,0.0,0.22
2024-03-20,0.0,,0.0,0.56
2024-03-21,44.300003,,0.8,7.55
2024-03-22,0.0,,0.0,0.0
2024-03-23,0.0,,0.0,0.0
2024-03-24,0.0,,0.0,0.14
